iter	Passed	Remaining
349	910836	11630078
350	913843	11632631
351	916625	11632290
352	919131	11628444
353	921802	11626690
354	924343	11623293
355	927083	11622400
356	929969	11623316
357	932845	11624083
358	935649	11623952
359	938131	11619795
360	940579	11615242
361	943654	11618419
362	946564	11619538
363	949682	11623172
364	952340	11621163
365	955138	11620847
366	958339	11625418
367	961580	11630416
368	964097	11626649
369	966916	11626518
370	969609	11624856
371	972097	11620741
372	974772	11618871
373	977114	11613035
374	979697	11610063
375	981976	11603515
376	984437	11599131
377	986863	11594343
378	989295	11589632
379	991842	11586291
380	994099	11579567
381	996455	11574009
382	998736	11567614
383	1002401	11577212
384	1004951	11573909
385	1007216	11567336
386	1009535	11561397
387	1012482	11562653
388	1015912	11569394
389	1018524	11566787
390	1020924	11561777
391	1023565	11559504
392	1026225	11557436
393	1028492	11550968
394	1030880	11545860
395	1033306	11541194
396	1035953	11539007
397	1038337	11533896
398	1040710	11528672
399	1042966	11522177
400	1045723	11521208
401	1048403	11519393
402	1050991	11516573
403	1053156	11509126
404	1055596	11504700
405	1058099	11500964
406	1060519	11496348
407	1063032	11492734
408	1065483	11488464
409	1068038	11485323
410	1070374	11479829
411	1072891	11476296
412	1075263	11471211
413	1077684	11466665
414	1080633	11467738
415	1083079	11463458
416	1085384	11457704
417	1088054	11455807
418	1090368	11450175
419	1093046	11448356
420	1096611	11455814
421	1099040	11451373
422	1101537	11447654
423	1104687	11450714
424	1107560	11450876
425	1110148	11448084
426	1112539	11443262
427	1114567	11434734
428	1117204	11432467
429	1119720	11428956
430	1121964	11422696
431	1124352	11417901
432	1126738	11413101
433	1129418	11411290
434	1132162	11410117
435	1134908	11408957
436	1137316	11404394
437	1139590	11398506
438	1142059	11394577
439	1144828	11393643
440	1147211	11388868
441	1149650	11384661
442	1152490	11384422
443	1155217	11383059
444	1157648	11378771
445	1160195	11375635
446	1162631	11371423
447	1164949	11366063
448	1167345	11361471
449	1169994	11359344
450	1172662	11357408
451	1175165	11353871
452	1177602	11349694
453	1180505	11350013
454	1183127	11347625
455	1185715	11344900
456	1188439	11343488
457	1190887	11339436
458	1193162	11333743
459	1195506	11328720
460	1198104	11326120
461	1200815	11324574
462	1204579	11332935
463	1206943	11328105
464	1209289	11323111
465	1212270	11324066
466	1214510	11318089
467	1217193	11316256
468	1219536	11311268
469	1221865	11306159
470	1224450	11303417
471	1226975	11300136
472	1229372	11295673
473	1231811	11291608
474	1234473	11289581
475	1237039	11286684
476	1239430	11282198
477	1241639	11276060
478	1244078	11272025
479	1246773	11270311
480	1249155	11265773
481	1251623	11262011
482	1254289	11260042
483	1256707	11255844
484	1259403	11254132
485	1261841	11250125
486	1264267	11246011
487	1266812	11242957
488	1268998	11236737
489	1271431	11232707
490	1274363	11233086
491	1276806	11229146
492	1279433	11226830
493	1281785	11222110
494	1284130	11217330
495	1286584	11213518
496	1288888	11208403
497	1291264	11203921
498	1293575	11198887
499	1296053	11195306
500	1298211	11188977
501	1300660	11185159
502	1302997	11180389
503	1305444	11176572
504	1307891	11172760
505	1310819	11173050
506	1313078	11167638
507	1315455	11163245
508	1318258	11162466
509	1321301	11163703
510	1324020	11162192
511	1326444	11158197
512	1328915	11154600
513	1331453	11151574
514	1334165	11149999
515	1336611	11146202
516	1339098	11142751
517	1341498	11138583
518	1344049	11135667
519	1346539	11132259
520	1348842	11127304
521	1351057	11121632
522	1353687	11119394
523	1356146	11115744
524	1358483	11111100
525	1361112	11108851
526	1363354	11103446
527	1365859	11100195
528	1368473	11097826
529	1370910	11094025
530	1373271	11089620
531	1375626	11085170
532	1377985	11080758
533	1380239	11075515
534	1382682	11071801
535	1385706	11072723
536	1388299	11070204
537	1390625	11065555
538	1393040	11061622
539	1395568	11058586
540	1397766	11052945
541	1400150	11048787
542	1402612	11045249
543	1405234	11042973
544	1407672	11039253
545	1410044	11035019
546	1412573	11032017
547	1414762	11026370
548	1417321	11023609
549	1419779	11020069
550	1422364	11017516
551	1425027	11015565
552	1427619	11013064
553	1430759	11014781
554	1433564	11013911
555	1436113	11011067
556	1438748	11008881
557	1441392	11006763
558	1443740	11002389
559	1446254	10999285
560	1448716	10995783
561	1451221	10992613
562	1454021	10991676
563	1457265	10994085
564	1460299	10994892
565	1462801	10991685
566	1465425	10989397
567	1468195	10988201
568	1471016	10987383
569	1473418	10983433
570	1475844	10979665
571	1478290	10976045
572	1480716	10972291
573	1482915	10966854
574	1485190	10961998
575	1487718	10959007
576	1490209	10955755
577	1492749	10952854
578	1495389	10950695
579	1497701	10946131
580	1500006	10941526
581	1502644	10939352
582	1505315	10937422
583	1508066	10936063
584	1514387	10960539
585	1519082	10973167
586	1523359	10982720
587	1526058	10980876
588	1528701	10978618
589	1531429	10976975
590	1534115	10975027
591	1536784	10972951
592	1539302	10969800
593	1541746	10966126
594	1544294	10963190
595	1546965	10961131
596	1549768	10960006
597	1552346	10957279
598	1554815	10953793
599	1557428	10951319
600	1560002	10948571
601	1562637	10946252
602	1564953	10941701
603	1567494	10938726
604	1570431	10938509
605	1573036	10935980
606	1576769	10941273
607	1580029	10943262
608	1582700	10941166
609	1585434	10939499
610	1587955	10936363
611	1590290	10931947
612	1592649	10927708
613	1595340	10925740
614	1597892	10922831
615	1600023	10917043
616	1602593	10914257
617	1605363	10912833
618	1607658	10908182
619	1610216	10905320
620	1612536	10900851
621	1614984	10897253
622	1617200	10892089
623	1619628	10888369
624	1622096	10884913
625	1624410	10880439
626	1626768	10876255
627	1629067	10871688
628	1631572	10868500
629	1634087	10865384
630	1636686	10862823
631	1639002	10858389
632	1641448	10854824
633	1644127	10852800
634	1646630	10849607
635	1649004	10845575
636	1651700	10843658
637	1653802	10837849
638	1656460	10835689
639	1658889	10832032
640	1661509	10829619
641	1664084	10826917
642	1666463	10822943
643	1668941	10819612
644	1671634	10817679
645	1673820	10812467
646	1676102	10807882
647	1678673	10805163
648	1681048	10801189
649	1683286	10796340
650	1685713	10792710
651	1687917	10787657
652	1690178	10782974
653	1692587	10779244
654	1695043	10775818
655	1697238	10770739
656	1699822	10768126
657	1702397	10765466
658	1704562	10760212
659	1707221	10758080
660	1711367	10765306
661	1714548	10766429
662	1716941	10762607
663	1719568	10760254
664	1722392	10759123
665	1725736	10761235
666	1728580	10760222
667	1731440	10759292
668	1734362	10758749
669	1736682	10754468
670	1739142	10751060
671	1741718	10748374
672	1744258	10745460
673	1746657	10741685
674	1749352	10739729
675	1751821	10736386
676	1754178	10732361
677	1756556	10728466
678	1759097	10725572
679	1761897	10724257
680	1764277	10720381
681	1766671	10716601
682	1768935	10712030
683	1771408	10708735
684	1773988	10706086
685	1776246	10701497
686	1778542	10697142
687	1781134	10694570
688	1783610	10691306
689	1785933	10687126
690	1788286	10683134
691	1790610	10678975
692	1792785	10673931
693	1795441	10671750
694	1797897	10668384
695	1800208	10664166
696	1802906	10662240
697	1805351	10658817
698	1807834	10655622
699	1810039	10650788
700	1812384	10646788
701	1814573	10641880
702	1817410	10640771
703	1820150	10639087
704	1822453	10634857
705	1824775	10630740
706	1827356	10628132
707	1829712	10624220
708	1832383	10622139
709	1834665	10617804
710	1837082	10614255
711	1839531	10610891
712	1841915	10607161
713	1844225	10603005
714	1846573	10599075
715	1849340	10597549
716	1851754	10593996
717	1854241	10590871
718	1856593	10586971
719	1859105	10583992
720	1861708	10581525
721	1864296	10578980
722	1866785	10575870
723	1869300	10572909
724	1871488	10568101
725	1874006	10565165
726	1876542	10562329
727	1879008	10559097
728	1881574	10556431
729	1884541	10556016
730	1886751	10551354
731	1889156	10547792
732	1891534	10544079
733	1894039	10541079
734	1896194	10536131
735	1898813	10533769
736	1901310	10530732
737	1903487	10525922
738	1905855	10522177
739	1908452	10519701
740	1910870	10516234
741	1913188	10512223
742	1915828	10509981
743	1918137	10505928
744	1920600	10502719
745	1923143	10499950
746	1925505	10496193
747	1927666	10491352
748	1930279	10488971
749	1932603	10485019
750	1935466	10483993
751	1938079	10481610
752	1940392	10477602
753	1942586	10472963
754	1944981	10469410
755	1947419	10466094
756	1950141	10464297
757	1952554	10460848
758	1954903	10457060
759	1957905	10456759
760	1960948	10456674
761	1963725	10455162
762	1966786	10455158
763	1969128	10451327
764	1971764	10449062
765	1974345	10446506
766	1976686	10442679
767	1978852	10437933
768	1981461	10435527
769	1984282	10434231
770	1986529	10429925
771	1988822	10425861
772	1991340	10422982
773	1993987	10420772
774	1996315	10416903
775	1998614	10412886
776	2001333	10411057
777	2004209	10410041
778	2006812	10407604
779	2009495	10405578
780	2011932	10402282
781	2014348	10398880
782	2016886	10396107
783	2019190	10392134
784	2021772	10389591
785	2024187	10386194
786	2026758	10383596
787	2029885	10383842
788	2032604	10381998
789	2035042	10378718
790	2037538	10375732
791	2040268	10373938
792	2042768	10370978
793	2045226	10367802
794	2047559	10364000
795	2050118	10361340
796	2052893	10359770
797	2055280	10356244
798	2057795	10353363
799	2060087	10349362
800	2062348	10345214
801	2064833	10342190
802	2067264	10338897
803	2069713	10335697
804	2072242	10332896
805	2074579	10329142
806	2076956	10325588
807	2079225	10321503
808	2081472	10317310
809	2084307	10316034
810	2086640	10312274
811	2088935	10308332
812	2091223	10304356
813	2093625	10300945
814	2095925	10297040
815	2098250	10293254
816	2100543	10289322
817	2103232	10287327
818	2105393	10282753
819	2107818	10279469
820	2110416	10277033
821	2112835	10273727
822	2115251	10270406
823	2117625	10266883
824	2119863	10262706
825	2122230	10259161
826	2124749	10256349
827	2127373	10254041
828	2129732	10250459
829	2131979	10246342
830	2134551	10243790
831	2136959	10240454
832	2139316	10236874
833	2141700	10233426
834	2144147	10230279
835	2146525	10226805
836	2148743	10222578
837	2150998	10218527
838	2153710	10216648
839	2156182	10213629
840	2158617	10210442
841	2161201	10207953
842	2164227	10207553
843	2166703	10204557
844	2169387	10202539
845	2171900	10199717
846	2174348	10196589
847	2176728	10193148
848	2179038	10189377
849	2181439	10186039
850	2183922	10183082
851	2186425	10180224
852	2188801	10176773
853	2191106	10172994
854	2193728	10170691
855	2196109	10167270
856	2198538	10164072
857	2201247	10162168
858	2203760	10159362
859	2206246	10156430
860	2208864	10154107
861	2211361	10151225
862	2213833	10148232
863	2216198	10144751
864	2218484	10140910
865	2220972	10137994
866	2223510	10135307
867	2225925	10132061
868	2228608	10130037
869	2230918	10126319
870	2233179	10122377
871	2235920	10120617
872	2238313	10117279
873	2240624	10113573
874	2243091	10110572
875	2246092	10109979
876	2248891	10108474
877	2252145	10109003
878	2254880	10107199
879	2257542	10105069
880	2260193	10102886
881	2262610	10099656
882	2265394	10098064
883	2267822	10094886
884	2270199	10091487
885	2272708	10088671
886	2275119	10085420
887	2277533	10082190
888	2279921	10078844
889	2282406	10075929
890	2284767	10072464
891	2287145	10069081
892	2289589	10065988
893	2291987	10062695
894	2295033	10062248
895	2297672	10060008
896	2300169	10057153
897	2302599	10054002
898	2305379	10052377
899	2307711	10048801
900	2310193	10045878
901	2313077	10044704
902	2315481	10041445
903	2317965	10038532
904	2320597	10036263
905	2323356	10034542
906	2325854	10031689
907	2328226	10028296
908	2330555	10024721
909	2333133	10022217
910	2335604	10019254
911	2338483	10018043
912	2340970	10015150
913	2343462	10012278
914	2345984	10009533
915	2348341	10006087
916	2350542	10001980
917	2353422	10000761
918	2355863	9997678
919	2358190	9994112
920	2360603	9990916
921	2362883	9987153
922	2365298	9983969
923	2367553	9980108
924	2369956	9976875
925	2372461	9974073
926	2374841	9970747
927	2377943	9970449
928	2380499	9967860
929	2382881	9964544
930	2385361	9961639
931	2387775	9958460
932	2390280	9955657
933	2392633	9952226
934	2394976	9948758
935	2397739	9947031
936	2400116	9943705
937	2402529	9940529
938	2405211	9938467
939	2407492	9934749
940	2410028	9932083
941	2412806	9930414
942	2415659	9929050
943	2418344	9926994
944	2420741	9923761
945	2423224	9920877
946	2426312	9920466
947	2428844	9917781
948	2431533	9915735
949	2434453	9914633
950	2436946	9911784
951	2439533	9909322
952	2441948	9906160
953	2444779	9904688
954	2447816	9904043
955	2450378	9901476
956	2452870	9898626
957	2455643	9896909
958	2458176	9894224
959	2461149	9893306
960	2463732	9890821
961	2466460	9888915
962	2468845	9885636
963	2471476	9883344
964	2473887	9880167
965	2476205	9876624
966	2478699	9873783
967	2481031	9870303
968	2483342	9866735
969	2485488	9862520
970	2487983	9859692
971	2490199	9855757
972	2492605	9852578
973	2495091	9849718
974	2497724	9847437
975	2500111	9844190
976	2502889	9842477
977	2505348	9839512
978	2507801	9836526
979	2510286	9833661
980	2512718	9830595
981	2515722	9829764
982	2518444	9827825
983	2520900	9824851
984	2523184	9821206
985	2525566	9817945
986	2527885	9814444
987	2530233	9811055
988	2532724	9808227
989	2535244	9805505
990	2538527	9805734
991	2541299	9803986
992	2543703	9800816
993	2545998	9797226
994	2548344	9793837
995	2550759	9790714
996	2553172	9787589
997	2555566	9784389
998	2558249	9782293
999	2560730	9779429
1000	2563265	9776769
1001	2565925	9774587
1002	2568400	9771699
1003	2570808	9768558
1004	2573135	9765114
1005	2575475	9761717
1006	2577791	9758233
1007	2580356	9755691
1008	2582776	9752604
1009	2585296	9749896
1010	2587644	9746537
1011	2590489	9745054
1012	2595071	9750090
1013	2599834	9755790
1014	2603886	9758801
1015	2606862	9757775
1016	2609810	9756636
1017	2612685	9755225
1018	2615192	9752435
1019	2617784	9749962
1020	2620209	9746871
1021	2622852	9744588
1022	2625529	9742434
1023	2628160	9740107
1024	2630778	9737730
1025	2632997	9733877
1026	2635437	9730845
1027	2638008	9728298
1028	2640641	9725977
1029	2643169	9723271
1030	2645805	9720961
1031	2648536	9718998
1032	2651245	9716956
1033	2653672	9713879
1034	2656645	9712796
1035	2659015	9709514
1036	2661412	9706326
1037	2663874	9703382
1038	2666224	9700029
1039	2668578	9696689
1040	2671158	9694177
1041	2673653	9691352
1042	2676333	9689198
1043	2679025	9687088
1044	2681844	9685435
1045	2684537	9683328
1046	2687049	9680565
1047	2689859	9678872
1048	2692337	9675989
1049	2694775	9672962
1050	2696995	9669153
1051	2699596	9666711
1052	2701858	9663057
1053	2704144	9659490
1054	2706959	9657816
1055	2709463	9655030
1056	2711881	9651937
1057	2714203	9648506
1058	2716829	9646154
1059	2719194	9642877
1060	2721422	9639121
1061	2723739	9635678
1062	2726094	9632372
1063	2728648	9629769
1064	2731040	9626596
1065	2733470	9623560
1066	2735799	9620168
1067	2738200	9617033
1068	2740611	9613933
1069	2743085	9611052
1070	2745416	9607676
1071	2747946	9604995
1072	2750421	9602124
1073	2753339	9600798
1074	2755691	9597498
1075	2758436	9595564
1076	2760717	9592020
1077	2763294	9589505
1078	2765857	9586940
1079	2767976	9582836
1080	2770501	9580142
1081	2772864	9576888
1082	2775650	9575097
1083	2778013	9571845
1084	2780131	9567753
1085	2782482	9564463
1086	2784787	9561019
1087	2787327	9558382
1088	2789647	9554990
1089	2792240	9552538
1090	2794754	9549811
1091	2797757	9548756
1092	2800188	9545748
1093	2802536	9542456
1094	2804911	9539260
1095	2807472	9536696
1096	2809981	9533956
1097	2812207	9530257
1098	2814571	9527029
1099	2817196	9524683
1100	2819430	9521018
1101	2822048	9518653
1102	2824691	9516367
1103	2827114	9513341
1104	2829715	9510917
1105	2832922	9510523
1106	2835221	9507083
1107	2837803	9504591
1108	2840123	9501223
1109	2842626	9498471
1110	2845485	9496903
1111	2847874	9493769
1112	2850465	9491307
1113	2853892	9491626
1114	2856641	9489686
1115	2859633	9488551
1116	2862209	9486032
1117	2864739	9483364
1118	2867345	9480945
1119	2869655	9477548
1120	2872219	9474993
1121	2874878	9472749
1122	2877170	9469300
1123	2879862	9467164
1124	2882300	9464192
1125	2884891	9461727
1126	2887255	9458516
1127	2889872	9456133
1128	2892460	9453657
1129	2894983	9450968
1130	2897438	9448056
1131	2900252	9446316
1132	2902716	9443437
1133	2905449	9441429
1134	2908420	9440196
1135	2910796	9437027
1136	2913394	9434581
1137	2915918	9431895
1138	2918265	9428637
1139	2920839	9426112
1140	2923291	9423195
1141	2925879	9420717
1142	2928336	9417817
1143	2930723	9414691
1144	2933151	9411700
1145	2936344	9411162
1146	2938811	9408296
1147	2941147	9405012
1148	2943741	9402552
1149	2946264	9399864
1150	2948829	9397311
1151	2951425	9394857
1152	2954142	9392788
1153	2956418	9389317
1154	2959059	9387008
1155	2961557	9384244
1156	2963892	9380963
1157	2966466	9378441
1158	2968979	9375723
1159	2971271	9372311
1160	2973723	9369407
1161	2976141	9366393
1162	2979033	9364873
1163	2981355	9361558
1164	2983735	9358430
1165	2986263	9355762
1166	2988580	9352438
1167	2990970	9349343
1168	2993582	9346943
1169	2995875	9343546
1170	2998405	9340892
1171	3000743	9337639
1172	3003030	9334228
1173	3005520	9331450
1174	3008000	9328641
1175	3010504	9325906
1176	3012962	9323033
1177	3015284	9319738
1178	3017590	9316393
1179	3019987	9313334
1180	3022898	9311857
1181	3025324	9308888
1182	3027953	9306540
1183	3030538	9304060
1184	3032852	9300746
1185	3035323	9297916
1186	3037861	9295293
1187	3040116	9291803
1188	3042850	9289778
1189	3045177	9286512
1190	3047851	9284302
1191	3050299	9281407
1192	3053016	9279328
1193	3055585	9276797
1194	3057972	9273718
1195	3060300	9270458
1196	3062636	9267226
1197	3065117	9264432
1198	3067334	9260844
1199	3069955	9258472
1200	3072426	9255653
1201	3074876	9252768
1202	3077547	9250551
1203	3079939	9247494
1204	3082523	9245013
1205	3085082	9242457
1206	3087429	9239268
1207	3089767	9236050
1208	3092443	9233845
1209	3095046	9231424
1210	3097345	9228095
1211	3100063	9226012
1212	3102589	9223361
1213	3105019	9220424
1214	3107556	9217803
1215	3110145	9215340
1216	3112455	9212049
1217	3115418	9210689
1218	3118040	9208321
1219	3120225	9204664
1220	3122848	9202301
1221	3125301	9199434
1222	3127667	9196314
1223	3130261	9193863
1224	3132712	9190993
1225	3135310	9188556
1226	3137665	9185405
1227	3140038	9182310
1228	3143332	9181906
1229	3146128	9180043
1230	3149107	9178714
1231	3151629	9176050
1232	3154157	9173405
1233	3156457	9170097
1234	3159121	9167848
1235	3161633	9165156
1236	3164077	9162268
1237	3166584	9159561
1238	3168997	9156588
1239	3171395	9153566
1240	3173673	9150204
1241	3175920	9146752
1242	3178320	9143745
1243	3180692	9140654
1244	3183538	9138929
1245	3186168	9136582
1246	3188447	9133227
1247	3190716	9129847
1248	3192992	9126487
1249	3195461	9123681
1250	3199767	9126116
1251	3206096	9134301
1252	3208750	9132007
1253	3211358	9129579
1254	3213897	9126957
1255	3216270	9123863
1256	3218979	9121723
1257	3221330	9118567
1258	3223634	9115282
1259	3226151	9112596
1260	3228957	9110730
1261	3231491	9108094
1262	3234181	9105897
1263	3237201	9104629
1264	3239542	9101450
1265	3242019	9098652
1266	3244251	9095171
1267	3246858	9092739
1268	3249157	9089446
1269	3251563	9086454
1270	3254155	9083983
1271	3256597	9081093
1272	3258898	9077810
1273	3261322	9074872
1274	3263932	9072453
1275	3266247	9069212
1276	3268786	9066593
1277	3271287	9063871
1278	3273805	9061197
1279	3276096	9057893
1280	3278824	9055800
1281	3281473	9053488
1282	3284069	9051027
1283	3286573	9048314
1284	3289063	9045564
1285	3291463	9042566
1286	3293997	9039938
1287	3296918	9038369
1288	3299686	9036379
1289	3302058	9033306
1290	3304629	9030778
1291	3307014	9027739
1292	3309414	9024746
1293	3311789	9021682
1294	3313993	9018158
1295	3316263	9014810
1296	3318989	9012705
1297	3321482	9009968
1298	3323944	9007146
1299	3327271	9006667
1300	3330470	9005838
1301	3333287	9003972
1302	3336115	9002134
1303	3339107	9000737
1304	3341660	8998158
1305	3343998	8994996
1306	3346547	8992405
1307	3348885	8989248
1308	3351499	8986830
1309	3353677	8983246
1310	3356223	8980650
1311	3358771	8978057
1312	3361132	8974967
1313	3363696	8972417
1314	3366059	8969332
1315	3368387	8966155
1316	3371034	8963830
1317	3374069	8962530
1318	3377578	8962490
1319	3380312	8960388
1320	3383169	8958613
1321	3385915	8956540
1322	3388975	8955297
1323	3391388	8952343
1324	3393864	8949557
1325	3396527	8947263
1326	3398851	8944076
1327	3401238	8941058
1328	3403745	8938352
1329	3406725	8936890
1330	3409111	8933870
1331	3411432	8930679
1332	3413897	8927865
1333	3416661	8925835
1334	3419190	8923189
1335	3421524	8920037
1336	3423881	8916946
1337	3426416	8914317
1338	3429126	8912142
1339	3431486	8909062
1340	3433705	8905614
1341	3437038	8905053
1342	3440643	8905195
1343	3443294	8902863
1344	3445646	8899759
1345	3448837	8898820
1346	3451528	8896591
1347	3453991	8893772
1348	3456582	8891282
1349	3459250	8888992
1350	3462121	8887221
1351	3464855	8885098
1352	3467451	8882621
1353	3470056	8880167
1354	3472669	8877732
1355	3475287	8875310
1356	3478355	8874035
1357	3480732	8870999
1358	3483357	8868591
1359	3485943	8866087
1360	3488533	8863592
1361	3490990	8860759
1362	3493486	8858026
1363	3495956	8855226
1364	3498568	8852789
1365	3500803	8849395
1366	3503041	8846013
1367	3505548	8843310
1368	3507851	8840093
1369	3510598	8837996
1370	3513136	8835371
1371	3515580	8832512
1372	3517879	8829288
1373	3520349	8826496
1374	3523541	8825511
1375	3526432	8823769
1376	3529177	8821661
1377	3531582	8818705
1378	3533999	8815778
1379	3536257	8812456
1380	3538726	8809660
1381	3541098	8806623
1382	3543499	8803660
1383	3545882	8800655
1384	3548288	8797705
1385	3550951	8795394
1386	3553397	8792546
1387	3556017	8790126
1388	3558993	8788588
1389	3561644	8786243
1390	3563970	8783099
1391	3566584	8780664
1392	3569310	8778504
1393	3571800	8775765
1394	3574192	8772784
1395	3576683	8770047
1396	3579238	8767468
1397	3582204	8765895
1398	3584792	8763396
1399	3587586	8761397
1400	3590180	8758912
1401	3592686	8756211
1402	3595254	8753662
1403	3598020	8751594
1404	3601010	8750071
1405	3603434	8747171
1406	3606669	8746237
1407	3609103	8743361
1408	3611385	8740117
1409	3613895	8737425
1410	3616401	8734723
1411	3618796	8731756
1412	3621209	8728832
1413	3623688	8726067
1414	3626265	8723537
1415	3628934	8721231
1416	3631231	8718030
1417	3633868	8715647
1418	3636836	8714055
1419	3639313	8711286
1420	3641687	8708271
1421	3644298	8705824
1422	3646939	8703447
1423	3649530	8700952
1424	3652096	8698396
1425	3654615	8695730
1426	3657016	8692781
1427	3659570	8690198
1428	3662480	8688459
1429	3664887	8685527
1430	3667491	8683062
1431	3669838	8679988
1432	3672247	8677063
1433	3674964	8674862
1434	3677280	8671718
1435	3679487	8668318
1436	3681827	8665232
1437	3684314	8662495
1438	3686579	8659235
1439	3689081	8656533
1440	3691952	8654695
1441	3694173	8651333
1442	3696575	8648398
1443	3699065	8645668
1444	3701332	8642419
1445	3703722	8639456
1446	3706005	8636247
1447	3708555	8633660
1448	3710995	8630818
1449	3713183	8627389
1450	3715531	8624335
1451	3717794	8621084
1452	3720421	8618677
1453	3722828	8615762
1454	3725132	8612608
1455	3727280	8609095
1456	3729662	8606126
1457	3732132	8603359
1458	3734501	8600360
1459	3737018	8597701
1460	3739513	8594994
1461	3741774	8591749
1462	3744047	8588533
1463	3746493	8585713
1464	3749072	8583200
1465	3751864	8581174
1466	3754284	8578296
1467	3756969	8576025
1468	3759527	8573461
1469	3762241	8571256
1470	3764694	8568455
1471	3767219	8565817
1472	3769671	8563015
1473	3772213	8560416
1474	3774478	8557190
1475	3777056	8554674
1476	3779587	8552053
1477	3781812	8548739
1478	3784343	8546117
1479	3786872	8543491
1480	3789290	8540615
1481	3791643	8537595
1482	3794250	8535144
1483	3797002	8533021
1484	3799455	8530226
1485	3802094	8527846
1486	3804530	8525012
1487	3807087	8522452
1488	3809527	8519627
1489	3811987	8516849
1490	3814206	8513533
1491	3816750	8510944
1492	3819123	8507974
1493	3821364	8504710
1494	3824444	8503313
1495	3826914	8500560
1496	3829305	8497630
1497	3831901	8495157
1498	3834479	8492642
1499	3837151	8490337
1500	3839666	8487683
1501	3842363	8485433
1502	3844861	8482741
1503	3848293	8482110
1504	3851098	8480094
1505	3853684	8477593
1506	3856359	8475289
1507	3859199	8473348
1508	3861577	8470392
1509	3864320	8468235
1510	3866680	8465241
1511	3869067	8462304
1512	3871715	8459942
1513	3874134	8457077
1514	3876456	8454001
1515	3878898	8451189
1516	3881013	8447663
1517	3883451	8444843
1518	3886135	8442559
1519	3888352	8439258
1520	3890785	8436431
1521	3893981	8435255
1522	3896771	8433196
1523	3899458	8430916
1524	3901893	8428091
1525	3904137	8424853
1526	3906921	8422781
1527	3910639	8422719
1528	3913964	8421806
1529	3916987	8420242
1530	3920300	8419300
1531	3922839	8416693
1532	3925308	8413935
1533	3927793	8411213
1534	3929994	8407883
1535	3932090	8404331
1536	3934315	8401056
1537	3936609	8397929
1538	3939149	8395328
1539	3941683	8392713
1540	3943999	8389636
1541	3946382	8386701
1542	3948957	8384177
1543	3951733	8382076
1544	3953962	8378817
1545	3956087	8375339
1546	3958505	8372481
1547	3960980	8369746
1548	3964162	8368502
1549	3966704	8365907
1550	3968967	8362724
1551	3971401	8359902
1552	3973598	8356582
1553	3975992	8353678
1554	3978582	8351185
1555	3980775	8347860
1556	3983009	8344623
1557	3985363	8341636
1558	3987577	8338358
1559	3990096	8335720
1560	3992157	8332125
1561	3994420	8328953
1562	3996659	8325735
1563	3999085	8322905
1564	4001315	8319669
1565	4003639	8316627
1566	4005951	8313564
1567	4008194	8310357
1568	4010463	8307206
1569	4012592	8303765
1570	4014923	8300745
1571	4017533	8298303
1572	4020099	8295767
1573	4022483	8292858
1574	4024769	8289747
1575	4027078	8286684
1576	4029550	8283959
1577	4031704	8280580
1578	4034122	8277743
1579	4036751	8275340
1580	4038936	8272028
1581	4041083	8268639
1582	4044421	8267686
1583	4049128	8269526
1584	4052336	8268299
1585	4055106	8266178
1586	4057763	8263826
1587	4060601	8261840
1588	4063387	8259749
1589	4066138	8257586
1590	4069117	8255883
1591	4072180	8254349
1592	4074616	8251545
1593	4077004	8248645
1594	4079731	8246428
1595	4082400	8244095
1596	4084814	8241247
1597	4087109	8238160
1598	4089467	8235199
1599	4092559	8233718
1600	4095897	8232727
1601	4099245	8231756
1602	4101393	8228373
1603	4103544	8224997
1604	4106501	8223236
1605	4110262	8223085
1606	4113492	8221865
1607	4116550	8220300
1608	4118964	8217449
1609	4121617	8215075
1610	4123635	8211435
1611	4125731	8207953
1612	4127793	8204404
1613	4129798	8200745
1614	4131917	8197315
1615	4134126	8194063
1616	4136804	8191743
1617	4139032	8188530
1618	4141197	8185194
1619	4143137	8181417
1620	4145286	8178054
1621	4147466	8174754
1622	4149270	8170714
1623	4151227	8166976
1624	4153392	8163653
1625	4155297	8159818
1626	4157080	8155746
1627	4159024	8151995
1628	4160980	8148268
1629	4163070	8144804
1630	4165024	8141078
1631	4167072	8137537
1632	4169036	8133833
1633	4171333	8130781
1634	4173305	8127098
1635	4175452	8123756
1636	4177486	8120196
1637	4179449	8116501
1638	4181467	8112914
1639	4183347	8109062
1640	4185493	8105726
1641	4187794	8102694
1642	4189943	8099367
1643	4191981	8095828
1644	4194006	8092266
1645	4196066	8088771
1646	4198179	8085383
1647	4200225	8081865
1648	4202084	8077990
1649	4204056	8074336
1650	4206121	8070861
1651	4208181	8067380
1652	4210564	8064517
1653	4212391	8060591
1654	4214487	8057182
1655	4216424	8053472
1656	4218527	8050081
1657	4220600	8046633
1658	4222635	8043114
1659	4224676	8039610
1660	4226629	8035939
1661	4228617	8032337
1662	4230446	8028435
1663	4232398	8024770
1664	4234541	8021468
1665	4236613	8018033
1666	4238557	8014356
1667	4240473	8010631
1668	4242448	8007018
1669	4244879	8004267
1670	4246759	8000477
1671	4248671	7996751
1672	4250571	7993006
1673	4252684	7989660
1674	4254649	7986040
1675	4256523	7982251
1676	4258420	7978506
1677	4260407	7974935
1678	4262610	7971767
1679	4264557	7968121
1680	4266813	7965056
1681	4268823	7961533
