iter	Logloss
0	0.5005684012
1	0.3671287848
2	0.2781757678
3	0.2163987449
4	0.1729586525
5	0.1436545632
6	0.122604695277	0.107372373688	0.09606926706
9	0.0884324210	010	0.080878811	0.11	0.07526612	0.1368505577
13	0.1316280016
14	0.1273860965
15	0.1228324103
16	0.1206601609
17	0.1182313586
18	0.1161721413
19	0.1153317769
20	0.1139845231
21	0.1129164998
22	0.1111380063
23	0.1104621695
24	0.1089906162
25	0.1083347868
26	0.1065217921
27	0.1052744411
28	0.1050643212
29	0.1046012947
30	0.1038400652
31	0.1036703305
32	0.1034501496
33	0.1029901421
34	0.1027950784
35	0.1026222601
36	0.1014654927
37	0.1009404166
38	0.1005513371
39	0.1004588658
40	0.1003205069
41	0.100030917
42	0.09920194482
43	0.0990646095
44	0.09877411235
45	0.09851905383
46	0.09835665205
47	0.09809154558
48	0.09790794385
49	0.09768122588
50	0.09764111704
51	0.09740241116
52	0.0972426897
53	0.09635048954
54	0.09576652698
55	0.09555757954
56	0.09550118422
57	0.09498473791
58	0.09466931213
59	0.09450181476
60	0.09445087331
61	0.09338916633
62	0.09332310144
63	0.09330401537
64	0.09315921267
65	0.09293211651
66	0.09050336232
67	0.09044843636
68	0.08947789193
69	0.08943101762
70	0.08932847967
71	0.08915293501
72	0.08753747973
73	0.08745639702
74	0.08736842532
75	0.08689527165
76	0.08668685092
77	0.08662447028
78	0.08645542722
79	0.08459193218
80	0.08448863498
81	0.08434660435
82	0.08400233897
83	0.08385760559
84	0.08368671623
85	0.08333498339
86	0.08305351267
87	0.08245565751
88	0.08227875136
89	0.08211928119
90	0.08057506238
91	0.0804740293
92	0.08037324349
93	0.08029603189
94	0.08020032829
95	0.08010261212
96	0.07997000062
97	0.07973910317
98	0.07939669396
99	0.07927066084
100	0.07915815448
101	0.07907930629
102	0.07891172776
103	0.07881148963
104	0.07835583071
105	0.07812045274
106	0.07715458514
107	0.07705046908
108	0.07696990903
109	0.07686962786
110	0.07653714298
111	0.07642511009
112	0.07556020176
113	0.0752513813
114	0.07456845628
115	0.07451651019
116	0.07445094596
117	0.07420191784
118	0.07379601103
119	0.07359290613
120	0.07347917046
121	0.07308877804
122	0.07302791365
123	0.07268846162
124	0.07260339383
125	0.07235818709
126	0.07215962878
127	0.07190965303
128	0.07177677395
129	0.0713956073
130	0.07004001609
131	0.06999326566
132	0.06985137128
133	0.0697336624
134	0.0696132254
135	0.06885900023
136	0.06877994649
137	0.06867679549
138	0.06838097543
139	0.06828221064
140	0.06790124252
141	0.067719426
142	0.06759412919
143	0.067481037
144	0.06733464067
145	0.0670482709
146	0.06696893834
147	0.06687925376
148	0.06665533746
149	0.06650429029
150	0.06644683156
151	0.06518805229
152	0.06515238322
153	0.06481010337
154	0.06453281987
155	0.06421273541
156	0.06408771652
157	0.06395989006
158	0.06372663634
159	0.06359300337
160	0.06320942881
161	0.06285305952
162	0.06270383681
163	0.062071751
164	0.06202624114
165	0.06127233045
166	0.06112332376
167	0.06088471062
168	0.06083148053
169	0.06049172452
170	0.06041531899
171	0.0603289006
172	0.06005533941
173	0.06001675092
174	0.05976834252
175	0.05972212859
176	0.05951525685
177	0.05927792672
178	0.05921996101
179	0.05909200509
180	0.05896071068
181	0.05874448041
182	0.05835686885
183	0.05819449275
184	0.05816695119
185	0.05783000267
186	0.05762764707
187	0.05759798348
188	0.05754271842
189	0.05682207938
190	0.05661232933
191	0.05610651594
192	0.05607081221
193	0.05604621886
194	0.05581065004
195	0.05578346395
196	0.05546089902
197	0.05542301758
198	0.05539679649
199	0.05537120768
200	0.05513627308
201	0.05482605336
202	0.05480346792
203	0.05463910308
204	0.05454351671
205	0.05434680307
